202,DB01221
203,DB00759
204,DB06282
205,DB00418
206,DB01259
207,DB01177
208,DB08910
209,DB00843
210,DB01008
211,DB01009
212,DB09297
213,DB11613
214,DB01002
215,DB00481
216,DB01006
217,DB09230
218,DB01220
219,DB00682
220,DB08992
221,DB00540
222,DB00165
223,DB00567
224,DB00543
225,DB00559
226,DB01076
227,DB00188
228,DB00316
229,DB00842
230,DB01392
231,DB01151
232,DB01396
233,DB00544
234,DB01194
235,DB00549
236,DB00936
237,DB08893
238,DB04743
239,DB00177
240,DB00474
241,DB09289
242,DB06708
243,DB00531
244,DB00503
245,DB00502
246,DB09090
247,DB01200
248,DB01136
249,DB00987
250,DB00980
251,DB01131
252,DB01132
253,DB00983
254,DB00490
255,DB01138
256,DB06145
257,DB06144
258,DB00328
259,DB01544
260,DB00327
261,DB01183
262,DB00321
263,DB09280
264,DB00674
265,DB01431
266,DB00224
267,DB00227
268,DB01085
269,DB00220
270,DB00433
271,DB00916
272,DB01218
273,DB01219
274,DB01065
275,DB01215
276,DB00356
277,DB00347
278,DB00346
279,DB00344
280,DB00818
281,DB01114
282,DB00349
283,DB01110
284,DB00359
285,DB00358
286,DB06725
287,DB00425
288,DB00420
289,DB01227
290,DB00400
291,DB00890
292,DB01229
293,DB05351
294,DB01075
295,DB01074
296,DB00757
297,DB01124
298,DB01355
299,DB00977
300,DB00724
301,DB07615
302,DB09078
303,DB00799
304,DB00796
305,DB00361
306,DB09026
307,DB01095
308,DB00589
309,DB00234
310,DB00726
311,DB00918
312,DB00231
313,DB06803
314,DB00250
315,DB00584
316,DB00246
317,DB01069
318,DB01129
319,DB00184
320,DB00599
321,DB01179
322,DB04930
323,DB13874
324,DB01175
325,DB09396
326,DB01067
327,DB01192
328,DB00665
329,DB01054
330,DB04938
331,DB00337
332,DB00624
333,DB00440
334,DB01050
335,DB00628
336,DB01588
337,DB09262
338,DB00778
339,DB09101
340,DB08868
341,DB00617
342,DB01418
343,DB00612
344,DB06267
345,DB00637
346,DB00636
347,DB00753
348,DB01319
349,DB01283
350,DB00175
351,DB01128
352,DB00783
353,DB00751
354,DB01236
355,DB00925
356,DB11828
357,DB01248
358,DB01587
359,DB00575
360,DB00185
361,DB00938
362,DB00248
363,DB04898
364,DB01628
365,DB00613
366,DB09167
367,DB05381
368,DB11737
369,DB01186
370,DB01184
371,DB01589
372,DB01216
373,DB00471
374,DB01424
375,DB00784
376,DB01253
377,DB00297
378,DB00294
379,DB00243
380,DB01437
381,DB12332
382,DB03756
383,DB00889
384,DB00946
385,DB00381
386,DB00717
387,DB06016
388,DB00712
389,DB11581
390,DB01223
391,DB04572
392,DB00477
393,DB00475
394,DB00472
395,DB09082
396,DB00857
397,DB00402
398,DB00554
399,DB12161
400,DB01394
401,DB00455
402,DB12267
403,DB00568
404,DB00877
405,DB00653
406,DB05541
407,DB00829
408,DB00451
409,DB00651
410,DB01105
411,DB01104
412,DB00822
413,DB01100
414,DB00169
415,DB00988
416,DB00625
417,DB01087
418,DB06742
419,DB00802
420,DB01274
421,DB00884
422,DB06595
423,DB00912
424,DB00910
425,DB00911
426,DB06292
427,DB11560
428,DB00969
429,DB01601
430,DB00239
431,DB00701
432,DB01039
433,DB01126
434,DB04841
435,DB06712
436,DB13179
437,DB06589
438,DB00458
439,DB00641
440,DB00514
441,DB01103
442,DB01595
443,DB01597
444,DB00528
445,DB00519
446,DB01060
447,DB11575
448,DB00845
449,DB09216
450,DB06155
451,DB00338
452,DB09296
453,DB00734
454,DB11362
455,DB00333
456,DB00426
457,DB00390
458,DB00396
459,DB00136
460,DB00749
461,DB00343
462,DB00700
463,DB06710
464,DB00371
465,DB00454
466,DB01068
467,DB00377
468,DB06694
469,DB00647
470,DB12026
471,DB05271
472,DB00270
473,DB00222
474,DB01120
475,DB00278
476,DB09048
477,DB01028
478,DB00768
479,DB01263
480,DB09166
481,DB01261
482,DB00661
483,DB06268
484,DB01190
485,DB00748
486,DB01142
487,DB00744
488,DB00745
489,DB08798
490,DB08931
491,DB00921
492,DB00927
493,DB01466
494,DB06216
495,DB08881
496,DB01026
497,DB00277
498,DB00266
499,DB01242
500,DB00738
501,DB01232
502,DB00814
503,DB00393
504,DB00571
505,DB00570
506,DB06237
507,DB01427
508,DB00705
509,DB00706
510,DB00708
511,DB01256
512,DB00401
513,DB06287
514,DB00412
515,DB00404
516,DB01023
517,DB08827
518,DB00883
519,DB04846
520,DB09288
521,DB00945
522,DB01159
523,DB01015
524,DB01115
525,DB00850
526,DB01016
527,DB01156
528,DB00976
529,DB00972
530,DB00320
531,DB00872
532,DB00339
533,DB00731
534,DB01020
535,DB01029
536,DB00909
537,DB00482
538,DB11915
539,DB06697
540,DB00295
541,DB00296
542,DB01198
543,DB00370
544,DB00379
545,DB06700
546,DB09389
547,DB01012
548,DB00444
549,DB01348
550,DB01340
551,DB11574
552,DB05246
553,DB06739
554,DB00213
555,DB06203
556,DB00215
557,DB00214
558,DB00216
559,DB00268
560,DB06228
561,DB09570
562,DB00694
563,DB00696
564,DB01072
565,DB00690
566,DB01241
567,DB00678
568,DB00675
569,DB00672
570,DB01264
571,DB00736
572,DB00593
573,DB11817
574,DB00255
575,DB00263
576,DB00264
577,DB01296
578,DB04871
579,DB00318
580,DB00643
581,DB01098
582,DB01097
583,DB00395
584,DB00469
585,DB00683
586,DB00897
587,DB00898
588,DB00608
589,DB00280
590,DB00602
591,DB00309
592,DB00307
593,DB06738
594,DB01240
595,DB08922
596,DB00518
597,DB00758
598,DB08860
599,DB00863
600,DB00530
601,DB06210
602,DB00949
603,DB00546
604,DB01166
605,DB09232
606,DB00367
607,DB00178
608,DB00943
609,DB06789
610,DB00289
611,DB00281
612,DB09235
613,DB00208
614,DB00204
615,DB00203
616,DB00201
617,DB09477
618,DB00285
619,DB01393
620,DB00688
621,DB00788
622,DB01357
623,DB00603
624,DB09231
625,DB09238
626,DB04876
627,DB09555
628,DB00870
629,DB01196
630,DB00864
631,DB06290
632,DB06605
633,DB00604
634,DB06209
635,DB06207
636,DB09068
637,DB00619
638,DB09080
639,DB00313
640,DB00468
641,DB00541
642,DB00542
643,DB01018
644,DB05039
645,DB00207
646,DB06654
647,DB00373
648,DB01149
649,DB00947
650,DB00691
651,DB00772
652,DB00996
653,DB00679
654,DB00932
655,DB06204
656,DB00492
657,DB00582
658,DB00446
659,DB06414
660,DB01583
661,DB09183
662,DB04920
663,DB00279
664,DB06335
665,DB00006
666,DB00398
667,DB09123
668,DB00586
669,DB01197
670,DB05109
671,DB08907
672,DB00212
673,DB00555
674,DB00230
675,DB08901
676,DB00722
677,DB06695
678,DB00590
679,DB01041
680,DB01181
681,DB00363
682,DB05265
683,DB09256
684,DB08912
685,DB09270
686,DB00677
687,DB12598
688,DB08875
689,DB00374
690,DB11586
691,DB00790
692,DB00881
693,DB08882
694,DB06262
695,DB00421
696,DB08957
697,DB06711
698,DB01162
699,DB00723
700,DB01291
701,DB06152
702,DB00484
703,DB00457
704,DB00449
705,DB01001
706,DB00841
707,DB01365
708,DB01364
709,DB01407
710,DB01366
711,DB00388
712,DB00397
713,DB00211
714,DB00668
715,DB00968
716,DB00871
717,DB00964
718,DB00852
719,DB00598
720,DB00935
721,DB00368
722,DB01288
723,DB00867
724,DB00633
725,DB00816
726,DB01064
727,DB00221
728,DB00610
729,DB01102
730,DB00697
731,DB04861
732,DB00629
733,DB08941
734,DB04948
735,DB00686
736,DB00975
737,DB09283
738,DB00244
739,DB00233
740,DB01024
741,DB00671
742,DB09218
743,DB05676
744,DB09075
745,DB00573
746,DB04951
747,DB00948
748,DB01112
749,DB00974
750,DB00773
751,DB06441
752,DB09030
753,DB00963
754,DB05266
755,DB00254
756,DB01399
757,DB01208
758,DB00569
759,DB08994
760,DB06154
761,DB01207
762,DB06412
763,DB00923
764,DB01254
765,DB00775
766,DB08991
767,DB00578
768,DB01250
769,DB01251
770,DB08976
771,DB08814
772,DB02709
773,DB04272
774,DB04552
775,DB08954
776,DB00817
777,DB04918
778,DB09543
779,DB00795
780,DB06802
781,DB08887
782,DB00179
783,DB09215
784,DB00261
785,DB00210
786,DB08795
787,DB00806
788,DB00689
789,DB09084
790,DB11079
791,DB06206
792,DB01289
793,DB08797
794,DB11268
795,DB08816
796,DB13167
797,DB00417
798,DB01014
799,DB00274
800,DB06196
801,DB02546
802,DB00235
803,DB00465
804,DB00461
805,DB01401
806,DB08804
807,DB09324
808,DB01397
809,DB01000
810,DB09212
811,DB01420
812,DB00713
813,DB00939
814,DB08880
815,DB01416
816,DB01414
817,DB06718
818,DB01059
819,DB01139
820,DB01088
821,DB00754
822,DB00605
823,DB00770
824,DB01406
825,DB08984
826,DB03585
827,DB00735
828,DB00476
829,DB00833
830,DB00827
831,DB01017
832,DB00319
833,DB00500
834,DB00317
835,DB09070
836,DB00229
837,DB01606
838,DB08981
839,DB00163
840,DB01185
841,DB13873
842,DB00583
843,DB09093
844,DB00861
845,DB00438
846,DB00437
847,DB00267
848,DB00618
849,DB00621
850,DB00467
851,DB01140
852,DB00487
853,DB01605
854,DB01604
855,DB01607
856,DB01603
857,DB01329
858,DB01328
859,DB01327
860,DB01326
861,DB00176
862,DB00685
863,DB01155
864,DB01083
865,DB01332
866,DB01333
867,DB01330
868,DB01331
869,DB01212
870,DB01602
871,DB00456
872,DB09320
873,DB09323
874,DB00839
875,DB09008
876,DB08983
877,DB04576
878,DB00715
879,DB00779
880,DB00493
881,DB01053
882,DB01044
883,DB00539
884,DB01137
885,DB00441
886,DB00501
887,DB06176
888,DB01061
889,DB00958
890,DB06263
891,DB03615
892,DB00445
893,DB00903
894,DB00695
895,DB00385
896,DB01172
897,DB01082
898,DB00479
899,DB06810
900,DB00798
901,DB00428
902,DB06696
903,DB01578
904,DB01421
905,DB00955
906,DB00684
907,DB00452
908,DB00919
909,DB01106
910,DB13872
911,DB01580
912,DB00419
913,DB12532
914,DB01189
915,DB01463
916,DB00292
917,DB00750
918,DB01501
919,DB01252
920,DB00409
921,DB00844
922,DB09286
923,DB09009
924,DB00652
925,DB00206
926,DB00807
927,DB13323
928,DB01178
929,DB04908
930,DB09017
931,DB00875
932,DB01238
933,DB00298
934,DB00899
935,DB09225
936,DB13025
937,DB01161
938,DB01408
939,DB00202
940,DB00831
941,DB00771
942,DB01081
943,DB01563
944,DB06594
945,DB01086
946,DB11148
947,DB00284
948,DB01545
949,DB00427
950,DB06690
951,DB00491
952,DB09085
953,DB09038
954,DB04842
955,DB01224
956,DB04844
957,DB09128
958,DB00660
959,DB00950
960,DB08987
961,DB00813
962,DB00961
963,DB08872
964,DB00508
965,DB00494
966,DB01209
967,DB01239
968,DB01235
969,DB04878
970,DB01623
971,DB01624
972,DB00801
973,DB01615
974,DB01440
975,DB00323
976,DB00985
977,DB00241
978,DB06716
979,DB00405
980,DB06288
981,DB00408
982,DB00645
983,DB00527
984,DB01433
985,DB00721
986,DB11304
987,DB00934
988,DB09224
989,DB01176
990,DB00933
991,DB00181
992,DB00334
993,DB00189
994,DB00237
995,DB09345
996,DB09342
997,DB01356
998,DB00331
999,DB01353
1000,DB00737
1001,DB00611
1002,DB00892
1003,DB08815
1004,DB00228
1005,DB00423
1006,DB01618
1007,DB01267
1008,DB00341
1009,DB11609
1010,DB01614
1011,DB00914
1012,DB01452
1013,DB09071
1014,DB00623
1015,DB00854
1016,DB01297
1017,DB00166
1018,DB01268
1019,DB00834
1020,DB00104
1021,DB04896
1022,DB00960
1023,DB00866
1024,DB06791
1025,DB09204
1026,DB01193
1027,DB00489
1028,DB01214
1029,DB01210
1030,DB06663
1031,DB01295
1032,DB08807
1033,DB08808
1034,DB00187
1035,DB00521
1036,DB01359
1037,DB00195
1038,DB01203
1039,DB01119
1040,DB00820
1041,DB00310
1042,DB00905
1043,DB01180
1044,DB01158
1045,DB01021
1046,DB00765
1047,DB01170
1048,DB00880
1049,DB00436
1050,DB00325
1051,DB00287
1052,DB00692
1053,DB09242
1054,DB00275
1055,DB00876
1056,DB06826
1057,DB04840
1058,DB00800
1059,DB00524
1060,DB01275
1061,DB00217
1062,DB00654
1063,DB01089
1064,DB00226
1065,DB00350
1066,DB01324
1067,DB02638
1068,DB08932
1069,DB00999
1070,DB00797
1071,DB00966
1072,DB00774
1073,DB09220
1074,DB00606
1075,DB09274
1076,DB00196
1077,DB06636
1078,DB00776
1079,DB08865
1080,DB00648
1081,DB01213
1082,DB00823
1083,DB00956
1084,DB01167
1085,DB09074
1086,DB00257
1087,DB00304
1088,DB01211
1089,DB06730
1090,DB08869
1091,DB04855
1092,DB05521
1093,DB00951
1094,DB00882
1095,DB09065
1096,DB11256
1097,DB04953
1098,DB06603
1099,DB09054
1100,DB06713
1101,DB09278
1102,DB00301
1103,DB09291
1104,DB00957
1105,DB09039
1106,DB06717
1107,DB00763
1108,DB00273
1109,DB09119
1110,DB08899
1111,DB06413
1112,DB05812
1113,DB08873
1114,DB08933
1115,DB04868
1116,DB01191
1117,DB01395
1118,DB00170
1119,DB09120
1120,DB01043
1121,DB01011
1122,DB09198
1123,DB06729
1124,DB01147
1125,DB00485
1126,DB00550
1127,DB04573
1128,DB06715
1129,DB04575
1130,DB00389
1131,DB00993
1132,DB01022
1133,DB01033
1134,DB00364
1135,DB01188
1136,DB01141
1137,DB00525
1138,DB00520
1139,DB02513
1140,DB09041
1141,DB09031
1142,DB08943
1143,DB06820
1144,DB00793
1145,DB01099
1146,DB00362
1147,DB01243
1148,DB01157
1149,DB01422
1150,DB00826
1151,DB00681
1152,DB00646
1153,DB09040
1154,DB01007
1155,DB00251
1156,DB03793
1157,DB04794
1158,DB01153
1159,DB01034
1160,DB08958
1161,DB01091
1162,DB01127
1163,DB00639
1164,DB13139
1165,DB06704
1166,DB00236
1167,DB09094
1168,DB01030
1169,DB00523
1170,DB01217
1171,DB00526
1172,DB00631
1173,DB01042
1174,DB01005
1175,DB00305
1176,DB00537
1177,DB01262
1178,DB00432
1179,DB00380
1180,DB00928
1181,DB00851
1182,DB06193
1183,DB11793
1184,DB11363
1185,DB05294
1186,DB00548
1187,DB00014
1188,DB04865
1189,DB09330
1190,DB05239
1191,DB00480
1192,DB00894
1193,DB09124
1194,DB11641
1195,DB00488
1196,DB08896
1197,DB06813
1198,DB06819
1199,DB09053
1200,DB00563
1201,DB00242
1202,DB00276
1203,DB00642
1204,DB00791
1205,DB00888
1206,DB06626
1207,DB01280
1208,DB01169
1209,DB04845
1210,DB01165
1211,DB06243
1212,DB00762
1213,DB01073
1214,DB00552
1215,DB09143
1216,DB08871
1217,DB09269
1218,DB00262
1219,DB08889
1220,DB01206
1221,DB00218
1222,DB11231
1223,DB02300
1224,DB04839
1225,DB06769
1226,DB06825
1227,DB04894
1228,DB00352
1229,DB00351
1230,DB00357
1231,DB09079
1232,DB06699
1233,DB00293
1234,DB00291
1235,DB00290
1236,DB01108
1237,DB00978
1238,DB04786
1239,DB13145
1240,DB06616
1241,DB01101
1242,DB00970
1243,DB08911
1244,DB00853
1245,DB08913
1246,DB06771
1247,DB05260
1248,DB00990
1249,DB00992
1250,DB09516
1251,DB00162
1252,DB00322
1253,DB05015
1254,DB00515
1255,DB00282
1256,DB01204
1257,DB08883
1258,DB09034
1259,DB01205
1260,DB01403
1261,DB00470
1262,DB00557
1263,DB00450
1264,DB09072
1265,DB00486
1266,DB09117
1267,DB00186
1268,DB01080
1269,DB09118
1270,DB01567
1271,DB01202
1272,DB00962
1273,DB01511
1274,DB01489
1275,DB00577
1276,DB00662
1277,DB00728
1278,DB00565
1279,DB01245
1280,DB13450
1281,DB01135
1282,DB00887
1283,DB01226
1284,DB00989
1285,DB01336
1286,DB11156
1287,DB01122
1288,DB01057
1289,DB00981
1290,DB01010
1291,DB00545
1292,DB01400
1293,DB01233
1294,DB00944
1295,DB06701
1296,DB00422
1297,DB08806
1298,DB01576
1299,DB00126
1300,DB09125
1301,DB00585
1302,DB09154
1303,DB00353
1304,DB00714
1305,DB00953
1306,DB06684
1307,DB00998
1308,DB00669
1309,DB00315
1310,DB00952
1311,DB00743
1312,DB06402
1313,DB00556
1314,DB00529
1315,DB08903
1316,DB09083
1317,DB00308
1318,DB01182
1319,DB06788
1320,DB00710
1321,DB01195
1322,DB01035
1323,DB08864
1324,DB09063
1325,DB01325
1326,DB00232
1327,DB01321
1328,DB01426
1329,DB01627
1330,DB01111
1331,DB00314
1332,DB00512
1333,DB00781
1334,DB00937
1335,DB00191
1336,DB09352
1337,DB01255
1338,DB00399
1339,DB01133
1340,DB09138
1341,DB00630
1342,DB01077
1343,DB00720
1344,DB06707
1345,DB06218
1346,DB01577
1347,DB00511
1348,DB01092
1349,DB00640
1350,DB01078
1351,DB13783
1352,DB09292
1353,DB01282
1354,DB00727
1355,DB00742
1356,DB09112
1357,DB01144
1358,DB00594
1359,DB00384
1360,DB01143
1361,DB00922
1362,DB01612
1363,DB09279
1364,DB08822
1365,DB00413
1366,DB00435
1367,DB00703
1368,DB01113
1369,DB01611
1370,DB11730
1371,DB01299
1372,DB08811
1373,DB00150
1374,DB09185
1375,DB00837
1376,DB01117
1377,DB11699
1378,DB01063
1379,DB01608
1380,DB00664
1381,DB01599
1382,DB00205
1383,DB08996
1384,DB02959
1385,DB09016
1386,DB01622
1387,DB11633
1388,DB01656
1389,DB08895
1390,DB11989
1391,DB01423
1392,DB01590
1393,DB08908
1394,DB09073
1395,DB00120
1396,DB00260
1397,DB01598
1398,DB01613
1399,DB09290
1400,DB09272
1401,DB01032
1402,DB08824
1403,DB06709
1404,DB00699
1405,DB06217
1406,DB01107
1407,DB01228
1408,DB00336
1409,DB00740
1410,DB01303
1411,DB05219
1412,DB09102
1413,DB12001
1414,DB12070
1415,DB00592
1416,DB01412
1417,DB01685
1418,DB01094
1419,DB01058
1420,DB04835
1421,DB00300
1422,DB00730
1423,DB03128
1424,DB01429
1425,DB00158
1426,DB06637
1427,DB06774
1428,DB00917
1429,DB06264
1430,DB08867
1431,DB06689
1432,DB09099
1433,DB01093
1434,DB09055
1435,DB06817
1436,DB01345
1437,DB06212
1438,DB09276
1439,DB06201
1440,DB03619
1441,DB00035
1442,DB09295
1443,DB09015
1444,DB09211
1445,DB00649
1446,DB01019
1447,DB01273
1448,DB01246
1449,DB09214
1450,DB00680
1451,DB00601
1452,DB09273
1453,DB11093
1454,DB00258
1455,DB00411
1456,DB00247
1457,DB01609
1458,DB06274
1459,DB13231
1460,DB13142
1461,DB09338
1462,DB09285
1463,DB09042
1464,DB00830
1465,DB08820
1466,DB00627
1467,DB11596
1468,DB01070
1469,DB00609
1470,DB00259
1471,DB11106
1472,DB06764
1473,DB00891
1474,DB00982
1475,DB09049
1476,DB01164
1477,DB00360
1478,DB00929
1479,DB08909
1480,DB00973
1481,DB00819
1482,DB00146
1483,DB06795
1484,DB01004
1485,DB00080
1486,DB08874
1487,DB01592
1488,DB04339
1489,DB00429
1490,DB09096
1491,DB09134
1492,DB09449
1493,DB02701
1494,DB01610
1495,DB06202
1496,DB09135
1497,DB01764
1498,DB09069
1499,DB00879
1500,DB06800
1501,DB00326
1502,DB06410
1503,DB01298
1504,DB00709
1505,DB11126
1506,DB06799
1507,DB00698
1508,DB01369
1509,DB01581
1510,DB06706
1511,DB06213
1512,DB11348
1513,DB09210
1514,DB00442
1515,DB01438
1516,DB05245
1517,DB00562
1518,DB06150
1519,DB04711
1520,DB01301
1521,DB01582
1522,DB01362
1523,DB00650
1524,DB00811
1525,DB01048
1526,DB00459
1527,DB01249
1528,DB00634
1529,DB02703
1530,DB00746
1531,DB00761
1532,DB00900
1533,DB00345
1534,DB06767
1535,DB09018
1536,DB06147
1537,DB01160
1538,DB00576
1539,DB00271
1540,DB11691
1541,DB09153
1542,DB00847
1543,DB08796
1544,DB00504
1545,DB06401
1546,DB09156
1547,DB01579
1548,DB08947
1549,DB08916
1550,DB00551
1551,DB00704
1552,DB08934
1553,DB09146
1554,DB06782
1555,DB09147
1556,DB00626
1557,DB09162
1558,DB09282
1559,DB09209
1560,DB12364
1561,DB06824
1562,DB00859
1563,DB09561
1564,DB09414
1565,DB09265
1566,DB02659
1567,DB00658
1568,DB01586
1569,DB01575
1570,DB00330
1571,DB00256
1572,DB09268
1573,DB08964
1574,DB06698
1575,DB11660
1576,DB01046
1577,DB09097
1578,DB08819
1579,DB09020
1580,DB11636
1581,DB09067
1582,DB13925
1583,DB05316
1584,DB09343
1585,DB01413
1586,DB11619
1587,DB00378
1588,DB06794
1589,DB11235
1590,DB00718
1591,DB01121
1592,DB00355
1593,DB12924
1594,DB09223
1595,DB00931
1596,DB06804
1597,DB06827
1598,DB00453
1599,DB00766
1600,DB13747
1601,DB09277
1602,DB09021
1603,DB08965
1604,DB06766
1605,DB00954
1606,DB09293
1607,DB11610
1608,DB04911
1609,DB01051
1610,DB00832
1611,DB00303
1612,DB00027
1613,DB06219
1614,DB01415
1615,DB09488
1616,DB00115
1617,DB08967
1618,DB00803
1619,DB09499
1620,DB01411
1621,DB00354
1622,DB00410
1623,DB00760
1624,DB00430
1625,DB01150
1626,DB08802
1627,DB00134
1628,DB08993
1629,DB00190
1630,DB00666
1631,DB00595
1632,DB04570
1633,DB00122
1634,DB00130
1635,DB00581
1636,DB06691
1637,DB01620
1638,DB01066
1639,DB00792
1640,DB00920
1641,DB08800
1642,DB00885
1643,DB09014
1644,DB01553
1645,DB00560
1646,DB00535
1647,DB00828
1648,DB08799
1649,DB01084
1650,DB08801
1651,DB01619
1652,DB09047
1653,DB00719
1654,DB09060
1655,DB00561
1656,DB00369
1657,DB09257
1658,DB13878
1659,DB09027
1660,DB06480
1661,DB13879
1662,DB03796
1663,DB04398
1664,DB09462
1665,DB13146
1666,DB13153
1667,DB01096
1668,DB01436
1669,DB09161
1670,DB08930
1671,DB00787
1672,DB09137
1673,DB11994
1674,DB04854
1675,DB08884
1676,DB11943
1677,DB05990
1678,DB06211
1679,DB08826
1680,DB05630
1681,DB04967
1682,DB08974
1683,DB06792
1684,DB09267
1685,DB09221
1686,DB01378
1687,DB06816
1688,DB01294
1689,DB11254
1690,DB09130
1691,DB11121
1692,DB09321
1693,DB00769
1694,DB09087
1695,DB00152
1696,DB00856
1697,DB00711
1698,DB00142
1699,DB11135
1700,DB09061
1701,DB09322
1702,DB11239
1703,DB11342
1704,DB11136
1705,DB00198
1706,DB01284
1707,DB05528
1708,DB00302
1709,DB00513
